"","Attrited Customer","Existing Customer"
"466",0.1,0.9
"469",0.16,0.84
"475",0.96,0.04
"476",0.66,0.34
"479",0.58,0.42
"484",0.66,0.34
"488",0.16,0.84
"489",0.4,0.6
"491",0.1,0.9
"492",0.16,0.84
"495",0.1,0.9
"496",0.14,0.86
"498",0.22,0.78
"502",0.72,0.28
"505",0.24,0.76
"506",0.76,0.24
"507",0.34,0.66
"511",0.82,0.18
"515",0.06,0.94
"519",0.88,0.12
"524",0.8,0.2
"525",0.14,0.86
"526",0.04,0.96
"544",0.22,0.78
"545",0.12,0.88
"547",0.16,0.84
"551",0.14,0.86
"552",0.14,0.86
"559",0.14,0.86
"561",0.18,0.82
"562",0.3,0.7
"564",0.38,0.62
"565",0.66,0.34
"567",0.14,0.86
"569",0.16,0.84
"570",0.04,0.96
"573",0.96,0.04
"580",0.18,0.82
"586",0.46,0.54
"587",0.42,0.58
"588",0.68,0.32
"590",0.1,0.9
"592",0.56,0.44
"596",0.18,0.82
"598",0.04,0.96
"600",0.12,0.88
"601",0.2,0.8
"607",0.12,0.88
"610",0.18,0.82
"616",0.16,0.84
"620",0.18,0.82
"623",0.02,0.98
"626",0.94,0.06
"627",0.32,0.68
"629",0.06,0.94
"637",0.28,0.72
"647",0.12,0.88
"649",0.86,0.14
"651",0.02,0.98
"652",0.26,0.74
"657",0.9,0.1
"658",0.26,0.74
"661",0.16,0.84
"663",0.1,0.9
"667",0.1,0.9
"670",0.18,0.82
"671",0.36,0.64
"672",0.04,0.96
"674",0.16,0.84
"677",0,1
"678",0.02,0.98
"680",0.32,0.68
"684",0.3,0.7
"685",0.44,0.56
"686",0.16,0.84
"687",0.04,0.96
"690",0.96,0.04
"692",0.12,0.88
"693",0.24,0.76
"696",0.72,0.28
"697",0.02,0.98
"700",0,1
"701",0.2,0.8
"703",0.44,0.56
"710",0.04,0.96
"712",0.18,0.82
"716",0.12,0.88
"722",0.02,0.98
"725",0.5,0.5
"732",0.6,0.4
"733",0.28,0.72
"736",0.34,0.66
"749",0.26,0.74
"752",0.22,0.78
"753",0.26,0.74
"759",0.72,0.28
"764",0.64,0.36
"775",0.72,0.28
"779",0.2,0.8
"781",0.06,0.94
"788",0.14,0.86
"792",0.34,0.66
"793",0.38,0.62
"794",0.1,0.9
"798",0.12,0.88
"799",0.08,0.92
"801",0.32,0.68
"816",0.18,0.82
"823",0.06,0.94
"827",0.46,0.54
"830",0.18,0.82
"831",0.98,0.02
"837",0.94,0.06
"839",0.1,0.9
"844",0.14,0.86
"848",0.14,0.86
"849",0.7,0.3
"853",0.26,0.74
"856",0.52,0.48
"857",0.26,0.74
"858",0.86,0.14
"867",0.16,0.84
"869",0.02,0.98
"871",0.1,0.9
"872",0.86,0.14
"873",0.1,0.9
"874",0.22,0.78
"878",0.3,0.7
"892",0.1,0.9
"894",0.04,0.96
"896",0.56,0.44
"898",0.1,0.9
"902",0.18,0.82
"905",0.58,0.42
"908",0.24,0.76
"914",0.28,0.72
"915",0.16,0.84
"917",0.16,0.84
"922",0.68,0.32
"934",0.16,0.84
"939",0.72,0.28
"949",0.26,0.74
"953",0.34,0.66
"960",0.14,0.86
"965",0.92,0.08
"979",0.1,0.9
"981",0.2,0.8
"989",0.12,0.88
"994",0.06,0.94
"998",0.3,0.7
"1003",0.24,0.76
"1006",0.62,0.38
"1008",0.28,0.72
"1009",0.5,0.5
"1012",0.1,0.9
"1016",0.42,0.58
"1017",0.2,0.8
"1023",0.42,0.58
"1028",0.24,0.76
"1031",0.24,0.76
"1034",0.68,0.32
"1035",0.18,0.82
"1038",0.06,0.94
"1039",0.66,0.34
"1041",0.54,0.46
"1044",0.12,0.88
"1047",0.04,0.96
"1048",0.14,0.86
"1049",0.16,0.84
"1050",0.14,0.86
"1051",0.08,0.92
"1054",0.96,0.04
"1058",0.12,0.88
"1061",0.18,0.82
"1065",0.14,0.86
"1066",0.08,0.92
"1072",0.16,0.84
"1077",0.04,0.96
"1080",0.84,0.16
"1081",0.16,0.84
"1085",0.44,0.56
"1086",0.18,0.82
"1098",0.28,0.72
"1099",0.36,0.64
"1100",0.12,0.88
"1104",0.14,0.86
"1106",0.64,0.36
"1107",0.08,0.92
"1109",0.22,0.78
"1116",0.04,0.96
"1127",0.18,0.82
"1128",0.62,0.38
"1129",0.38,0.62
"1130",0.52,0.48
"1131",0.48,0.52
"1134",0.24,0.76
"1147",0.42,0.58
"1148",0.1,0.9
"1152",0.26,0.74
"1154",0.14,0.86
"1156",0.42,0.58
"1166",0.28,0.72
"1174",0.5,0.5
"1177",0.42,0.58
"1178",0.9,0.1
"1180",0.18,0.82
"1181",0.02,0.98
"1182",0.36,0.64
"1189",0.24,0.76
"1193",0.12,0.88
"1194",0.1,0.9
"1199",0.16,0.84
"1203",0.08,0.92
"1205",0.74,0.26
"1209",0.2,0.8
"1212",0.02,0.98
"1214",0.72,0.28
"1216",0.72,0.28
"1220",0.28,0.72
"1224",0.2,0.8
"1229",0.6,0.4
"1238",0.12,0.88
"1240",0.1,0.9
"1242",0.12,0.88
"1243",0.26,0.74
"1248",0.34,0.66
"1256",0.12,0.88
"1260",0.44,0.56
"1261",0.24,0.76
"1266",0.12,0.88
"1270",0.1,0.9
"1273",0.06,0.94
"1276",0.28,0.72
"1277",0.72,0.28
"1282",0.48,0.52
"1283",0.1,0.9
"1286",0.28,0.72
"1287",0.14,0.86
"1291",0.18,0.82
"1293",0.54,0.46
"1294",0.56,0.44
"1298",0.24,0.76
"1299",0.98,0.02
"1302",0.82,0.18
"1304",0.34,0.66
"1306",0.38,0.62
"1311",0.06,0.94
"1312",0.2,0.8
"1314",0.94,0.06
"1316",0.26,0.74
"1325",0.86,0.14
"1328",0.32,0.68
"1329",0.32,0.68
"1330",0.28,0.72
"1331",0.06,0.94
"1333",0.4,0.6
"1335",0.08,0.92
"1338",0.4,0.6
"1341",0.84,0.16
"1344",0.18,0.82
"1346",0.24,0.76
"1347",0.86,0.14
"1348",0.1,0.9
"1355",0.94,0.06
"1358",0.14,0.86
"1359",0.6,0.4
"1363",0.26,0.74
"1368",0.86,0.14
"1369",0.22,0.78
"1371",0.28,0.72
"1373",0.22,0.78
"1376",0.34,0.66
"1380",0.22,0.78
"1381",0,1
"1383",0.08,0.92
"1385",0.54,0.46
"1386",0.1,0.9
"1394",0.3,0.7
"1397",0.24,0.76
"1402",0.26,0.74
"1414",0.34,0.66
"1415",0.9,0.1
"1416",0.24,0.76
"1419",0,1
"1425",0.1,0.9
"1426",0.06,0.94
"1429",0.26,0.74
"1432",0.08,0.92
"1438",0.64,0.36
"1439",0.78,0.22
"1440",0.28,0.72
"1445",0.08,0.92
"1448",0.88,0.12
"1452",0.58,0.42
"1456",0.04,0.96
"1458",0,1
"1464",0.4,0.6
"1465",0.22,0.78
"1472",0.28,0.72
"1493",0.86,0.14
"1494",0.02,0.98
"1496",0.1,0.9
"1497",0.26,0.74
"1499",0.04,0.96
"1500",0.58,0.42
"1501",0.92,0.08
"1507",0.14,0.86
"1509",0.26,0.74
"1510",0.36,0.64
"1512",0.72,0.28
"1513",0.3,0.7
"1517",0.26,0.74
"1521",0.26,0.74
"1523",0.08,0.92
"1529",0.18,0.82
"1530",0.28,0.72
"1533",0.2,0.8
"1534",0.24,0.76
"1537",0.9,0.1
"1545",0.26,0.74
"1550",0.18,0.82
"1553",0.2,0.8
"1554",0.26,0.74
"1561",0.06,0.94
"1562",1,0
"1564",0.12,0.88
"1567",0.22,0.78
"1568",0.24,0.76
"1569",0.64,0.36
"1572",0.2,0.8
"1573",0.78,0.22
"1576",0.32,0.68
"1578",0.12,0.88
"1581",0.16,0.84
"1587",0.06,0.94
"1591",0.3,0.7
"1592",0.08,0.92
"1594",0.82,0.18
"1596",0.36,0.64
"1599",0.04,0.96
"1601",0.18,0.82
"1602",0.14,0.86
"1604",0.4,0.6
"1617",0.52,0.48
"1622",0.08,0.92
"1626",0.38,0.62
"1627",0.06,0.94
"1628",0.32,0.68
"1637",0.22,0.78
"1639",0.24,0.76
"1640",0.96,0.04
"1642",0.14,0.86
"1644",0.26,0.74
"1647",0.78,0.22
"1650",0.7,0.3
"1654",0.18,0.82
"1656",0.12,0.88
"1659",0.6,0.4
"1668",0.38,0.62
"1671",0.38,0.62
"1682",0.24,0.76
"1683",0.52,0.48
"1685",0.32,0.68
"1689",0.14,0.86
"1694",0.08,0.92
"1697",0,1
"1698",0.3,0.7
"1700",0.3,0.7
"1701",0.88,0.12
"1702",0.22,0.78
"1706",0.3,0.7
"1716",0.5,0.5
"1718",0.06,0.94
"1719",0.12,0.88
"1723",0.28,0.72
"1725",0.26,0.74
"1726",0.18,0.82
"1728",0.2,0.8
"1730",0.92,0.08
"1731",0.04,0.96
"1736",0,1
"1737",0.3,0.7
"1738",0.04,0.96
"1743",0.3,0.7
"1744",0.34,0.66
"1746",0.28,0.72
"1747",0.12,0.88
"1751",0.02,0.98
"1755",0.06,0.94
"1759",0.24,0.76
"1763",0.1,0.9
"1765",0.08,0.92
"1767",0.92,0.08
"1774",0.1,0.9
"1777",0.22,0.78
"1779",0.02,0.98
"1780",0.22,0.78
"1784",0.38,0.62
"1785",0.06,0.94
"1787",0.08,0.92
"1789",0.28,0.72
"1797",0.72,0.28
"1804",0.06,0.94
"1807",0.54,0.46
"1816",0.08,0.92
"1820",0,1
"1822",0.12,0.88
"1823",0.54,0.46
"1824",0.22,0.78
"1826",0.98,0.02
"1828",0.52,0.48
"1830",0.34,0.66
"1831",0.4,0.6
"1832",0.2,0.8
"1834",0.1,0.9
"1835",0.96,0.04
"1836",0.12,0.88
"1839",0.02,0.98
"1847",0.22,0.78
"1848",0,1
"1858",0.4,0.6
"1859",0.3,0.7
"1868",0.22,0.78
"1872",0.16,0.84
"1875",0.14,0.86
"1877",0.12,0.88
"1887",0.38,0.62
"1891",0.88,0.12
"1895",0.1,0.9
"1898",0.14,0.86
"1901",0.22,0.78
"1902",0.12,0.88
"1904",0.14,0.86
"1905",0.24,0.76
"1911",0.04,0.96
"1913",0.22,0.78
"1914",0.06,0.94
"1918",0.16,0.84
"1921",0.94,0.06
"1922",0.04,0.96
"1926",0.22,0.78
"1936",0.1,0.9
"1939",0.08,0.92
"1940",0,1
"1942",0.16,0.84
"1947",0.14,0.86
"1953",0.28,0.72
"1954",0.3,0.7
"1958",0.14,0.86
"1973",0.22,0.78
"1979",0.12,0.88
"1983",0.12,0.88
"1984",0.04,0.96
"1986",0.36,0.64
"1987",0.28,0.72
"1989",0.42,0.58
"1991",0.1,0.9
"1995",0.14,0.86
"1996",0.2,0.8
"1997",0,1
"2002",0,1
"2006",0.12,0.88
"2007",0.02,0.98
"2012",0.22,0.78
"2015",0.08,0.92
"2018",0.04,0.96
"2022",0.04,0.96
"2029",0.14,0.86
"2039",0.12,0.88
"2040",0.24,0.76
"2043",0.48,0.52
"2047",0,1
"2049",0.32,0.68
"2054",0.32,0.68
"2055",0.28,0.72
"2056",0.16,0.84
"2057",0.08,0.92
"2058",0.02,0.98
"2059",0,1
"2063",0.04,0.96
"2064",0.66,0.34
"2071",0.44,0.56
"2073",0.08,0.92
"2076",0.08,0.92
"2081",0.04,0.96
"2083",0.64,0.36
"2085",0.7,0.3
"2086",0.1,0.9
"2087",0,1
"2093",0.84,0.16
"2094",0.1,0.9
"2099",0.12,0.88
"2103",0.74,0.26
"2106",0.92,0.08
"2107",0.34,0.66
"2109",0.08,0.92
"2110",0.92,0.08
"2112",0.28,0.72
"2116",0.62,0.38
"2119",0.02,0.98
"2121",0.26,0.74
"2122",0.5,0.5
"2123",0.4,0.6
"2130",0.1,0.9
"2131",0.96,0.04
"2136",0.46,0.54
"2137",0.02,0.98
"2138",0.02,0.98
"2140",0.08,0.92
"2143",0.56,0.44
"2145",0.72,0.28
"2151",0.04,0.96
"2160",0.12,0.88
"2161",0.98,0.02
"2165",0.06,0.94
"2166",0.08,0.92
"2170",0.16,0.84
"2171",0.04,0.96
"2173",0.06,0.94
"2177",0.4,0.6
"2183",0.08,0.92
"2197",0.04,0.96
"2200",0.22,0.78
"2208",0.24,0.76
"2213",0.16,0.84
"2214",0.1,0.9
"2224",0.54,0.46
"2227",0.02,0.98
"2234",0.12,0.88
"2235",0.22,0.78
"2239",0.2,0.8
"2241",0.02,0.98
"2242",0.42,0.58
"2243",0.1,0.9
"2244",0.78,0.22
"2246",0.06,0.94
"2247",0,1
"2249",0.58,0.42
"2250",0.06,0.94
"2251",0.04,0.96
"2252",0,1
"2255",0.08,0.92
"2257",0.08,0.92
"2259",0.06,0.94
"2261",0.58,0.42
"2267",0.9,0.1
"2268",0.96,0.04
"2273",0.2,0.8
"2276",0,1
"2279",0.12,0.88
"2284",0.02,0.98
"2285",0.04,0.96
"2290",0.04,0.96
"2291",0.02,0.98
"2296",0.58,0.42
"2298",0.06,0.94
"2301",0.04,0.96
"2302",0,1
"2304",1,0
"2305",0.16,0.84
"2306",0.22,0.78
"2311",0.56,0.44
"2314",0.02,0.98
"2317",0.46,0.54
"2319",0.84,0.16
"2328",0.3,0.7
"2331",0.06,0.94
"2336",0.22,0.78
"2340",0.18,0.82
"2341",0.08,0.92
"2347",0.28,0.72
"2348",0.1,0.9
"2353",0.16,0.84
"2358",0.14,0.86
"2360",0.64,0.36
"2361",0,1
"2375",0.28,0.72
"2376",0.06,0.94
"2380",0.16,0.84
"2381",0.4,0.6
"2382",0.02,0.98
"2383",0.32,0.68
"2385",0.14,0.86
"2386",0.94,0.06
"2388",0.04,0.96
"2390",0.28,0.72
"2396",0.02,0.98
"2397",0.22,0.78
"2398",0.18,0.82
"2403",0,1
"2411",0.9,0.1
"2420",0.04,0.96
"2422",0.02,0.98
"2433",0.7,0.3
"2434",0.04,0.96
"2435",0.1,0.9
"2438",0.1,0.9
"2439",0.32,0.68
"2440",0.92,0.08
"2441",0.98,0.02
"2444",0.1,0.9
"2446",0.1,0.9
"2447",0.04,0.96
"2449",0.42,0.58
"2452",0.06,0.94
"2456",0.88,0.12
"2459",0.8,0.2
"2462",0,1
"2464",1,0
"2466",0.06,0.94
"2468",0.26,0.74
"2471",0.36,0.64
"2480",0,1
"2485",0.06,0.94
"2487",0.02,0.98
"2488",0.98,0.02
"2491",0.06,0.94
"2492",0.08,0.92
"2493",0.02,0.98
"2494",0.88,0.12
"2499",0,1
"2500",0.98,0.02
"2502",0,1
"2511",0.42,0.58
"2515",0,1
"2516",1,0
"2529",0,1
"2530",0.12,0.88
"2535",0.66,0.34
"2539",0.04,0.96
"2542",0.08,0.92
"2558",0.72,0.28
"2562",0.06,0.94
"2564",0.32,0.68
"2566",0.12,0.88
"2567",0.66,0.34
"2572",0.04,0.96
"2581",0.92,0.08
"2583",0.34,0.66
"2584",0.52,0.48
"2585",0.02,0.98
"2589",0.9,0.1
"2596",0.02,0.98
"2600",0.42,0.58
"2605",0.64,0.36
"2608",0.88,0.12
"2611",0.98,0.02
"2613",0.06,0.94
"2615",0.36,0.64
"2620",0,1
"2621",0.3,0.7
"2626",0.02,0.98
"2630",0.9,0.1
"2632",0.1,0.9
"2639",0.04,0.96
"2643",0.02,0.98
"2647",0.14,0.86
"2648",0.12,0.88
"2657",0,1
"2659",0.02,0.98
"2661",0.82,0.18
"2662",1,0
"2665",0.12,0.88
"2668",0.08,0.92
"2670",0.06,0.94
"2674",0.66,0.34
"2681",0.66,0.34
"2682",0.04,0.96
"2683",0.02,0.98
"2685",0.26,0.74
"2687",0.66,0.34
"2688",0.18,0.82
"2692",0.02,0.98
"2694",0.32,0.68
"2696",0.04,0.96
"2703",0.02,0.98
"2708",0.46,0.54
"2710",0.02,0.98
"2719",0.14,0.86
"2720",0.58,0.42
"2724",0,1
"2727",0.02,0.98
"2729",0.08,0.92
"2730",0.04,0.96
"2741",0,1
"2744",0.44,0.56
"2745",0.04,0.96
"2746",0.04,0.96
"2748",0.98,0.02
"2753",0.76,0.24
"2758",0.94,0.06
"2759",0.1,0.9
"2762",0.04,0.96
"2764",0.6,0.4
"2765",0.14,0.86
"2766",0.14,0.86
"2767",0.08,0.92
"2769",0.22,0.78
"2774",0.02,0.98
"2777",0.02,0.98
"2782",0,1
"2783",0.02,0.98
"2787",0.02,0.98
"2789",0.22,0.78
"2794",0.08,0.92
"2798",0,1
"2809",0.1,0.9
"2814",0.4,0.6
"2822",0.1,0.9
"2826",0.98,0.02
"2828",0.98,0.02
"2829",0.04,0.96
"2831",0.04,0.96
"2832",0.04,0.96
"2833",0,1
"2841",0.02,0.98
"2847",0.54,0.46
"2849",0.02,0.98
"2852",0.3,0.7
"2855",0.06,0.94
"2859",0.06,0.94
"2860",0.16,0.84
"2863",0.14,0.86
"2866",0.82,0.18
"2869",0.04,0.96
"2870",0,1
"2872",0.16,0.84
"2874",0.92,0.08
"2875",0.04,0.96
"2878",0,1
"2894",0.12,0.88
"2895",0.52,0.48
"2897",0.08,0.92
"2900",0.18,0.82
"2905",0.04,0.96
"2909",0.04,0.96
"2914",0,1
"2919",0.04,0.96
"2921",0,1
"2929",0.02,0.98
"2935",0.9,0.1
"2938",0.12,0.88
"2942",0,1
"2943",0.98,0.02
"2949",0.5,0.5
"2951",0.46,0.54
"2952",0.38,0.62
"2955",0.02,0.98
"2958",0.26,0.74
"2965",0.64,0.36
"2966",1,0
"2967",0.96,0.04
"2971",0,1
"2972",0,1
"2973",0.56,0.44
"2977",0.08,0.92
"2979",0.84,0.16
"2981",0,1
"2986",0,1
"2988",0.1,0.9
"2991",0.04,0.96
"2992",0,1
"3001",0.16,0.84
"3002",0.2,0.8
"3003",0.92,0.08
"3005",0.86,0.14
"3009",0,1
"3012",0.34,0.66
"3015",0.04,0.96
"3019",0,1
"3024",0.02,0.98
"3026",0.96,0.04
"3032",0.08,0.92
"3034",0.06,0.94
"3039",0.08,0.92
"3041",0.12,0.88
"3050",1,0
"3051",0.9,0.1
"3052",0.9,0.1
"3060",0.8,0.2
"3064",0,1
"3067",0.68,0.32
"3072",0.06,0.94
"3077",0.06,0.94
"3078",1,0
"3081",0.02,0.98
"3084",0.9,0.1
"3085",0.28,0.72
"3086",0.04,0.96
"3087",0.02,0.98
"3092",0,1
"3093",0.02,0.98
"3099",0.86,0.14
"3109",0.94,0.06
"3110",0.06,0.94
"3113",0.2,0.8
"3118",0.04,0.96
"3121",0.08,0.92
"3122",0.16,0.84
"3124",0,1
"3126",0.94,0.06
"3130",1,0
"3132",0.12,0.88
"3135",0.06,0.94
"3136",0.04,0.96
"3137",0.76,0.24
"3140",0.02,0.98
"3141",0.02,0.98
"3151",0.02,0.98
"3153",0.08,0.92
"3158",0.02,0.98
"3159",0,1
"3161",0.02,0.98
"3163",0,1
"3169",0.88,0.12
"3170",0.06,0.94
"3171",0.1,0.9
"3176",0.1,0.9
"3177",0.22,0.78
"3186",0,1
"3187",0,1
"3190",0,1
"3199",0.32,0.68
"3205",0.82,0.18
"3206",0.04,0.96
"3211",0.06,0.94
"3213",0.02,0.98
"3216",1,0
"3217",0.04,0.96
"3227",0.9,0.1
"3230",0.88,0.12
"3231",0.04,0.96
"3232",0.04,0.96
"3233",0,1
"3236",0.12,0.88
"3241",0.02,0.98
"3251",0.1,0.9
"3252",0.02,0.98
"3253",0.06,0.94
"3255",0.04,0.96
"3257",0.04,0.96
"3260",0.04,0.96
"3261",0.14,0.86
"3263",0.32,0.68
"3264",0.08,0.92
"3265",0.32,0.68
"3279",0.02,0.98
"3280",0.8,0.2
"3281",0.02,0.98
"3283",0,1
"3284",0.04,0.96
"3285",0,1
"3288",0.02,0.98
"3291",0.02,0.98
"3292",0.04,0.96
"3293",0.72,0.28
"3294",0.9,0.1
"3300",0,1
"3302",0.48,0.52
"3304",0.7,0.3
"3307",0.06,0.94
"3310",0.02,0.98
"3315",0,1
"3316",0.98,0.02
"3318",0,1
"3320",0.04,0.96
"3321",0.22,0.78
"3323",0.96,0.04
"3326",0.02,0.98
"3330",0.08,0.92
"3332",0,1
"3335",0.56,0.44
"3336",0.04,0.96
"3344",0.14,0.86
"3350",0.12,0.88
"3353",0.06,0.94
"3359",0.02,0.98
"3360",0.96,0.04
"3361",0.12,0.88
"3366",0.9,0.1
"3372",0.08,0.92
"3373",0.02,0.98
"3375",0,1
"3380",0.78,0.22
"3385",0.94,0.06
"3389",0.02,0.98
"3390",0.92,0.08
"3394",0.06,0.94
"3396",0.92,0.08
"3400",0.82,0.18
"3401",0.22,0.78
"3408",0.94,0.06
"3409",0.04,0.96
"3410",0.1,0.9
"3411",0.96,0.04
"3414",0.02,0.98
"3416",0.02,0.98
"3419",0.98,0.02
"3422",0.08,0.92
"3426",0.06,0.94
"3427",0.04,0.96
"3431",0.98,0.02
"3439",0,1
"3443",0.88,0.12
"3444",0.18,0.82
"3452",0.02,0.98
"3453",0,1
"3456",0,1
"3457",0,1
"3461",0.34,0.66
"3462",0,1
"3463",0.44,0.56
"3469",0,1
"3477",0.02,0.98
"3482",0.32,0.68
"3488",0.72,0.28
"3492",0.78,0.22
"3493",0.04,0.96
"3497",0.02,0.98
"3499",0.06,0.94
"3504",0,1
"3506",0.06,0.94
"3508",0,1
"3518",1,0
"3519",0.06,0.94
"3525",0.16,0.84
"3528",0,1
"3534",1,0
"3538",0.92,0.08
"3544",0,1
"3545",0.08,0.92
"3547",0.24,0.76
"3548",0.6,0.4
"3551",0.86,0.14
"3552",0.22,0.78
"3557",0.86,0.14
"3560",0.24,0.76
"3561",0,1
"3562",0.02,0.98
"3563",0,1
"3564",0.02,0.98
"3567",0.18,0.82
"3571",0,1
"3575",1,0
"3582",0.86,0.14
"3583",0.12,0.88
"3590",0.88,0.12
"3591",0.04,0.96
"3592",0,1
"3595",0.1,0.9
"3604",0.12,0.88
"3605",0,1
"3612",0,1
"3613",0.02,0.98
"3615",0,1
"3616",0.08,0.92
"3638",0.08,0.92
"3640",0,1
"3644",0,1
"3645",0.04,0.96
"3646",0.98,0.02
"3649",0.02,0.98
"3650",0.22,0.78
"3651",0.02,0.98
"3652",0.02,0.98
"3656",0.62,0.38
"3657",0.08,0.92
"3659",0.04,0.96
"3662",0.96,0.04
"3667",0.02,0.98
"3669",0.06,0.94
"3670",0,1
"3672",0.28,0.72
"3680",0.92,0.08
"3681",0,1
"3683",0.02,0.98
"3686",0.98,0.02
"3687",0.92,0.08
"3689",0.06,0.94
"3690",0,1
"3694",0,1
"3699",0,1
"3703",0,1
"3704",0.5,0.5
"3705",0.1,0.9
"3707",0.74,0.26
"3708",0.56,0.44
"3709",0.12,0.88
"3713",0.04,0.96
"3714",0.08,0.92
"3715",0.86,0.14
"3716",0.9,0.1
"3718",0,1
"3719",0.06,0.94
"3723",0,1
"3731",0.04,0.96
"3734",0.02,0.98
"3740",0,1
"3741",0.04,0.96
"3745",0.04,0.96
"3748",0.22,0.78
"3749",0.02,0.98
"3751",0,1
"3759",0,1
"3760",0,1
"3762",0.24,0.76
"3767",0.04,0.96
"3770",0,1
"3773",0.08,0.92
"3775",0.02,0.98
"3776",0,1
"3783",0,1
"3784",0.08,0.92
"3786",0.26,0.74
"3792",0.08,0.92
"3795",0.82,0.18
"3796",0.92,0.08
"3809",0,1
"3812",0.02,0.98
"3816",0.12,0.88
"3821",0,1
"3823",0.82,0.18
"3826",0,1
"3831",0.02,0.98
"3833",0.04,0.96
"3840",0,1
"3844",0,1
"3845",0.16,0.84
"3848",0.02,0.98
"3849",0.02,0.98
"3853",0.94,0.06
"3854",0.04,0.96
"3855",0.04,0.96
"3868",0.7,0.3
"3872",0.04,0.96
"3873",0.86,0.14
"3888",0.96,0.04
"3893",0,1
"3899",0.04,0.96
"3903",0.8,0.2
"3907",0.02,0.98
"3908",0,1
"3910",0.98,0.02
"3912",0,1
"3913",0.02,0.98
"3916",0.04,0.96
"3918",0.04,0.96
"3924",0.02,0.98
"3927",0.1,0.9
"3928",0,1
"3932",0.08,0.92
"3935",0,1
"3937",0.02,0.98
"3938",0.96,0.04
"3945",0,1
"3952",0.08,0.92
"3953",0.06,0.94
"3955",0,1
"3966",0.98,0.02
"3981",0,1
"3983",0.54,0.46
"3984",0,1
"3989",0,1
"3990",0.02,0.98
"3991",0.02,0.98
"3993",0,1
"4006",0.08,0.92
"4013",0.06,0.94
"4015",0.98,0.02
"4021",0.96,0.04
"4024",0,1
"4026",0.02,0.98
"4027",0.22,0.78
"4030",1,0
"4034",0.08,0.92
"4035",0.02,0.98
"4036",0.74,0.26
"4037",0.04,0.96
"4038",0.86,0.14
"4040",0.88,0.12
"4043",0.82,0.18
"4049",0,1
"4056",0,1
"4061",0,1
"4066",0.02,0.98
"4074",0,1
"4078",0.68,0.32
"4080",1,0
"4086",0.42,0.58
"4089",0.02,0.98
"4091",0.02,0.98
"4092",0.28,0.72
"4093",0,1
"4099",1,0
"4100",0,1
"4102",0.12,0.88
"4105",0.06,0.94
"4107",0.52,0.48
"4110",0,1
"4116",0.02,0.98
"4118",0,1
"4119",0,1
"4124",0.12,0.88
"4125",0.1,0.9
"4126",0,1
