"","Attrited Customer","Existing Customer"
"2319",0.54,0.46
"2328",0.2,0.8
"2331",0,1
"2336",0.12,0.88
"2340",0.02,0.98
"2341",0,1
"2347",0.02,0.98
"2348",0.04,0.96
"2353",0.08,0.92
"2358",0,1
"2360",0.28,0.72
"2361",0,1
"2375",0.18,0.82
"2376",0,1
"2380",0,1
"2381",0.14,0.86
"2382",0,1
"2383",0.12,0.88
"2385",0,1
"2386",0.64,0.36
"2388",0,1
"2390",0.2,0.8
"2396",0,1
"2397",0.04,0.96
"2398",0,1
"2403",0,1
"2411",0.96,0.04
"2420",0,1
"2422",0,1
"2433",0.64,0.36
"2434",0.02,0.98
"2435",0,1
"2438",0,1
"2439",0.04,0.96
"2440",0.54,0.46
"2441",0.96,0.04
"2444",0,1
"2446",0,1
"2447",0,1
"2449",0.2,0.8
"2452",0,1
"2456",0.82,0.18
"2459",0.74,0.26
"2462",0,1
"2464",0.98,0.02
"2466",0,1
"2468",0.1,0.9
"2471",0.18,0.82
"2480",0,1
"2485",0,1
"2487",0.04,0.96
"2488",1,0
"2491",0,1
"2492",0.02,0.98
"2493",0,1
"2494",0.8,0.2
"2499",0,1
"2500",0.86,0.14
"2502",0,1
"2511",0.2,0.8
"2515",0,1
"2516",0.98,0.02
"2529",0,1
"2530",0.04,0.96
"2535",0.16,0.84
"2539",0.04,0.96
"2542",0,1
"2558",0.36,0.64
"2562",0,1
"2564",0.26,0.74
"2566",0.02,0.98
"2567",0.76,0.24
"2572",0,1
"2581",0.82,0.18
"2583",0.12,0.88
"2584",0.16,0.84
"2585",0,1
"2589",0.7,0.3
"2596",0,1
"2600",0.12,0.88
"2605",0.2,0.8
"2608",0.54,0.46
"2611",0.9,0.1
"2613",0,1
"2615",0.1,0.9
"2620",0,1
"2621",0,1
"2626",0,1
"2630",0.94,0.06
"2632",0,1
"2639",0.04,0.96
"2643",0,1
"2647",0.02,0.98
"2648",0,1
"2657",0,1
"2659",0,1
"2661",0.82,0.18
"2662",1,0
"2665",0.04,0.96
"2668",0.02,0.98
"2670",0,1
"2674",0.64,0.36
"2681",0.52,0.48
"2682",0,1
"2683",0,1
"2685",0.04,0.96
"2687",0.16,0.84
"2688",0.06,0.94
"2692",0.02,0.98
"2694",0.1,0.9
"2696",0,1
"2703",0,1
"2708",0.16,0.84
"2710",0.02,0.98
"2719",0.04,0.96
"2720",0.32,0.68
"2724",0.02,0.98
"2727",0,1
"2729",0.06,0.94
"2730",0,1
"2741",0,1
"2744",0.06,0.94
"2745",0,1
"2746",0,1
"2748",0.9,0.1
"2753",0.72,0.28
"2758",0.68,0.32
"2759",0.02,0.98
"2762",0,1
"2764",0.34,0.66
"2765",0.04,0.96
"2766",0,1
"2767",0.02,0.98
"2769",0.12,0.88
"2774",0,1
"2777",0.04,0.96
"2782",0,1
"2783",0,1
"2787",0,1
"2789",0.14,0.86
"2794",0,1
"2798",0,1
"2809",0,1
"2814",0.12,0.88
"2822",0,1
"2826",0.72,0.28
"2828",0.84,0.16
"2829",0,1
"2831",0.02,0.98
"2832",0.04,0.96
"2833",0,1
"2841",0,1
"2847",0.2,0.8
"2849",0,1
"2852",0.08,0.92
"2855",0,1
"2859",0.02,0.98
"2860",0.02,0.98
"2863",0.06,0.94
"2866",0.82,0.18
"2869",0,1
"2870",0,1
"2872",0.02,0.98
"2874",0.64,0.36
"2875",0.02,0.98
"2878",0,1
"2894",0.02,0.98
"2895",0.24,0.76
"2897",0.04,0.96
"2900",0.04,0.96
"2905",0,1
"2909",0,1
"2914",0,1
"2919",0,1
"2921",0,1
"2929",0,1
"2935",0.6,0.4
"2938",0.14,0.86
"2942",0,1
"2943",0.96,0.04
"2949",0.12,0.88
"2951",0.1,0.9
"2952",0.04,0.96
"2955",0,1
"2958",0.02,0.98
"2965",0.64,0.36
"2966",0.92,0.08
"2967",0.96,0.04
"2971",0,1
"2972",0,1
"2973",0.14,0.86
"2977",0,1
"2979",0.58,0.42
"2981",0,1
"2986",0.02,0.98
"2988",0,1
"2991",0,1
"2992",0.02,0.98
"3001",0.06,0.94
"3002",0.04,0.96
"3003",0.84,0.16
"3005",0.84,0.16
"3009",0,1
"3012",0.04,0.96
"3015",0.02,0.98
"3019",0,1
"3024",0,1
"3026",0.8,0.2
"3032",0,1
"3034",0.02,0.98
"3039",0.06,0.94
"3041",0.28,0.72
"3050",0.98,0.02
"3051",0.8,0.2
"3052",0.68,0.32
"3060",0.64,0.36
"3064",0,1
"3067",0.24,0.76
"3072",0.02,0.98
"3077",0.02,0.98
"3078",0.98,0.02
"3081",0.02,0.98
"3084",0.7,0.3
"3085",0.18,0.82
"3086",0,1
"3087",0,1
"3092",0.02,0.98
"3093",0,1
"3099",0.72,0.28
"3109",0.92,0.08
"3110",0.08,0.92
"3113",0.16,0.84
"3118",0.02,0.98
"3121",0,1
"3122",0,1
"3124",0,1
"3126",0.9,0.1
"3130",0.82,0.18
"3132",0.08,0.92
"3135",0,1
"3136",0,1
"3137",0.58,0.42
"3140",0,1
"3141",0,1
"3151",0.02,0.98
"3153",0.06,0.94
"3158",0,1
"3159",0,1
"3161",0,1
"3163",0,1
"3169",0.84,0.16
"3170",0,1
"3171",0.02,0.98
"3176",0,1
"3177",0.08,0.92
"3186",0,1
"3187",0,1
"3190",0,1
"3199",0,1
"3205",0.66,0.34
"3206",0.04,0.96
"3211",0.02,0.98
"3213",0,1
"3216",0.96,0.04
"3217",0,1
"3227",0.84,0.16
"3230",0.72,0.28
"3231",0,1
"3232",0,1
"3233",0,1
"3236",0.02,0.98
"3241",0,1
"3251",0,1
"3252",0,1
"3253",0,1
"3255",0.02,0.98
"3257",0,1
"3260",0,1
"3261",0.04,0.96
"3263",0.06,0.94
"3264",0,1
"3265",0.04,0.96
"3279",0,1
"3280",0.58,0.42
"3281",0,1
"3283",0,1
"3284",0,1
"3285",0,1
"3288",0,1
"3291",0,1
"3292",0.02,0.98
"3293",0.62,0.38
"3294",0.72,0.28
"3300",0,1
"3302",0.26,0.74
"3304",0.46,0.54
"3307",0.02,0.98
"3310",0,1
"3315",0,1
"3316",0.98,0.02
"3318",0,1
"3320",0,1
"3321",0.02,0.98
"3323",0.94,0.06
"3326",0.02,0.98
"3330",0,1
"3332",0,1
"3335",0.48,0.52
"3336",0,1
"3344",0.02,0.98
"3350",0,1
"3353",0,1
"3359",0,1
"3360",0.88,0.12
"3361",0,1
"3366",0.92,0.08
"3372",0,1
"3373",0,1
"3375",0,1
"3380",0.66,0.34
"3385",0.92,0.08
"3389",0,1
"3390",0.8,0.2
"3394",0,1
"3396",0.92,0.08
"3400",0.7,0.3
"3401",0.06,0.94
"3408",0.74,0.26
"3409",0,1
"3410",0.02,0.98
"3411",0.92,0.08
"3414",0.02,0.98
"3416",0,1
"3419",0.98,0.02
"3422",0,1
"3426",0.02,0.98
"3427",0.02,0.98
"3431",0.88,0.12
"3439",0,1
"3443",0.86,0.14
"3444",0,1
"3452",0,1
"3453",0,1
"3456",0,1
"3457",0,1
"3461",0.02,0.98
"3462",0,1
"3463",0.08,0.92
"3469",0,1
"3477",0,1
"3482",0.18,0.82
"3488",0.84,0.16
"3492",0.5,0.5
"3493",0,1
"3497",0.02,0.98
"3499",0,1
"3504",0,1
"3506",0,1
"3508",0.02,0.98
"3518",0.98,0.02
"3519",0,1
"3525",0.02,0.98
"3528",0,1
"3534",0.98,0.02
"3538",0.9,0.1
"3544",0,1
"3545",0,1
"3547",0.08,0.92
"3548",0.34,0.66
"3551",0.76,0.24
"3552",0.22,0.78
"3557",0.44,0.56
"3560",0.02,0.98
"3561",0,1
"3562",0,1
"3563",0,1
"3564",0,1
"3567",0,1
"3571",0,1
"3575",0.94,0.06
"3582",0.5,0.5
"3583",0.04,0.96
"3590",0.66,0.34
"3591",0,1
"3592",0,1
"3595",0.02,0.98
"3604",0.02,0.98
"3605",0.02,0.98
"3612",0.02,0.98
"3613",0,1
"3615",0,1
"3616",0,1
"3638",0,1
"3640",0,1
"3644",0,1
"3645",0,1
"3646",0.96,0.04
"3649",0,1
"3650",0.06,0.94
"3651",0,1
"3652",0,1
"3656",0.4,0.6
"3657",0.02,0.98
"3659",0.02,0.98
"3662",0.94,0.06
"3667",0.1,0.9
"3669",0,1
"3670",0,1
"3672",0.14,0.86
"3680",0.7,0.3
"3681",0,1
"3683",0,1
"3686",0.9,0.1
"3687",0.7,0.3
"3689",0,1
"3690",0,1
"3694",0,1
"3699",0,1
"3703",0,1
"3704",0.52,0.48
"3705",0,1
"3707",0.36,0.64
"3708",0.5,0.5
"3709",0,1
"3713",0.02,0.98
"3714",0,1
"3715",0.4,0.6
"3716",0.88,0.12
"3718",0,1
"3719",0.02,0.98
"3723",0,1
"3731",0,1
"3734",0,1
"3740",0,1
"3741",0,1
"3745",0.02,0.98
"3748",0.06,0.94
"3749",0,1
"3751",0,1
"3759",0,1
"3760",0,1
"3762",0.16,0.84
"3767",0.02,0.98
"3770",0,1
"3773",0,1
"3775",0.02,0.98
"3776",0.02,0.98
"3783",0.04,0.96
"3784",0.02,0.98
"3786",0,1
"3792",0.02,0.98
"3795",0.64,0.36
"3796",0.82,0.18
"3809",0,1
"3812",0,1
"3816",0,1
"3821",0,1
"3823",0.62,0.38
"3826",0.02,0.98
"3831",0,1
"3833",0,1
"3840",0,1
"3844",0,1
"3845",0,1
"3848",0,1
"3849",0,1
"3853",0.7,0.3
"3854",0,1
"3855",0,1
"3868",0.48,0.52
"3872",0,1
"3873",0.66,0.34
"3888",0.86,0.14
"3893",0,1
"3899",0,1
"3903",0.58,0.42
"3907",0,1
"3908",0,1
"3910",0.9,0.1
"3912",0,1
"3913",0.02,0.98
"3916",0,1
"3918",0.02,0.98
"3924",0,1
"3927",0,1
"3928",0,1
"3932",0.06,0.94
"3935",0,1
"3937",0,1
"3938",1,0
"3945",0,1
"3952",0,1
"3953",0.04,0.96
"3955",0,1
"3966",0.94,0.06
"3981",0,1
"3983",0.08,0.92
"3984",0,1
"3989",0,1
"3990",0.02,0.98
"3991",0.02,0.98
"3993",0,1
"4006",0.02,0.98
"4013",0.02,0.98
"4015",0.86,0.14
"4021",0.92,0.08
"4024",0,1
"4026",0,1
"4027",0,1
"4030",0.98,0.02
"4034",0,1
"4035",0.04,0.96
"4036",0.66,0.34
"4037",0,1
"4038",0.7,0.3
"4040",0.8,0.2
"4043",0.48,0.52
"4049",0,1
"4056",0,1
"4061",0,1
"4066",0,1
"4074",0.02,0.98
"4078",0.28,0.72
"4080",1,0
"4086",0.28,0.72
"4089",0,1
"4091",0,1
"4092",0.3,0.7
"4093",0,1
"4099",1,0
"4100",0.02,0.98
"4102",0.02,0.98
"4105",0.02,0.98
"4107",0.22,0.78
"4110",0.02,0.98
"4116",0,1
"4118",0,1
"4119",0,1
"4124",0.04,0.96
"4125",0,1
"4126",0,1
"4127",0.06,0.94
"4134",0.06,0.94
"4135",0.84,0.16
"4139",0,1
"4144",0.04,0.96
"4145",0.06,0.94
"4146",0.78,0.22
"4151",0.36,0.64
"4153",0,1
"4158",0,1
"4159",0.02,0.98
"4161",0,1
"4166",0,1
"4169",0,1
"4170",0.04,0.96
"4176",0.02,0.98
"4180",0,1
"4185",0.02,0.98
"4188",0,1
"4191",0,1
"4192",0,1
"4195",0,1
"4199",0,1
"4200",0.9,0.1
"4201",0.84,0.16
"4207",0.02,0.98
"4209",0,1
"4210",0,1
"4214",0.02,0.98
"4215",0,1
"4217",0,1
"4220",0.96,0.04
"4226",0.14,0.86
"4229",0,1
"4232",0,1
"4235",0,1
"4237",0.02,0.98
"4239",0,1
"4240",0.9,0.1
"4242",0,1
"4243",0,1
"4244",0,1
"4245",0.96,0.04
"4246",0,1
"4250",0.08,0.92
"4252",0.04,0.96
"4259",0.26,0.74
"4261",0,1
"4262",0.02,0.98
"4263",0,1
"4266",0.04,0.96
"4268",0,1
"4271",0,1
"4288",0,1
"4294",0,1
"4295",0,1
"4296",0,1
"4298",0.02,0.98
"4299",0.02,0.98
"4306",0,1
"4307",0,1
"4311",0.18,0.82
"4312",0.96,0.04
"4316",0,1
"4317",0.02,0.98
"4320",0,1
"4322",0.02,0.98
"4325",0,1
"4328",0.94,0.06
"4331",0,1
"4339",0,1
"4340",0.02,0.98
"4341",0.04,0.96
"4342",0.4,0.6
"4343",0,1
"4348",0.02,0.98
"4351",0,1
"4352",0,1
"4353",0.04,0.96
"4354",0.02,0.98
"4358",0.12,0.88
"4365",0,1
"4372",0,1
"4373",0.94,0.06
"4375",0,1
"4379",0.18,0.82
"4380",0,1
"4381",0.88,0.12
"4383",0,1
"4385",0.06,0.94
"4386",0,1
"4387",0,1
"4389",0,1
"4394",0.02,0.98
"4398",0,1
"4410",0,1
"4412",0.02,0.98
"4423",0.98,0.02
"4424",0.02,0.98
"4426",0,1
"4428",0.58,0.42
"4430",0.78,0.22
"4434",0,1
"4435",0,1
"4438",0,1
"4439",0,1
"4440",0.54,0.46
"4448",0.02,0.98
"4453",0.06,0.94
"4454",0.02,0.98
"4457",0,1
"4463",0,1
"4467",0.32,0.68
"4468",0,1
"4470",0,1
"4472",0,1
"4480",0,1
